date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-06-24,00919,112,0.0,0.0,,0.0,0.0,0.0,0.0,0.54,0.0,2023-06-16,2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-09-24,00919,112,0.0,0.0,,0.0,0.0,0.0,0.0,0.54,0.0,2023-09-18,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-12-24,00919,112,0.0,0.0,,0.0,0.0,0.0,0.0,0.55,0.0,2023-12-18,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-03-24,00919,113,0.0,0.0,,0.0,0.0,0.0,0.0,0.66,0.0,2024-03-18,2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-06-30,00919,113,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,2024-06-24,2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-29,00919,113,0.0,0.0,,0.0,0.0,0.0,0.0,0.72,0.0,2024-09-23,2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-12-28,00919,113,0.0,0.0,,0.0,0.0,0.0,0.0,0.72,0.0,2024-12-20,2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-03-24,00919,114,0.0,0.0,,0.0,0.0,0.0,0.0,0.72,0.0,2025-03-18,2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-06-23,00919,114,0.0,0.0,,0.0,0.0,0.0,0.0,0.72,0.0,2025-06-17,2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-09-22,00919,114,0.0,0.0,,0.0,0.0,0.0,0.0,0.54,0.0,2025-09-16,2025-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-12-22,00919,114,0.0,0.0,,0.0,0.0,0.0,0.0,0.54,0.0,2025-12-16,2026-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-03-23,00919,115,0.0,0.0,,0.0,0.0,0.0,0.0,0.78,0.0,2026-03-17,2026-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,
